Tipo de Asunto,Número completo del expediente,Número del expediente,Año,Acumulación de asuntos,Actor promovente,Actor legitimado de acuerdo a la CPEUM,Categoría del actor legitimado,Nombre del partido político cuando éste sea actor legitimado,Nombre(s) del (los) partido(s) político(s) que forman la minoría legislativa legitimada,Artículos constitucionales que se estiman violados,Fecha de ingreso a la SCJN,Fecha del acuerdo de radicación y turno,Ministro instructor designado en el auto de radicación y turno,Fecha del acuerdo inicial,Sentido del acuerdo inicial,Recurso de Reclamación,Asunto concluido por acuerdo,Fecha del acuerdo por el que se concluyó el asunto,Órgano resolutor de la sentencia ejecutoria,Fecha de sentencia ejecutoria,Nombre del ministro ponente,Fecha de notificación de la sentencia ejecutoria,Norma válida,Inconstitucionalidad,Norma inválida,Norma sobreseida,Sentencia desestimada,Sentencia otra,Tema de la Acción de Inconstitucionalidad,Órgano legislativo emisor de la norma impugnada,Nivel de gobierno del órgano legislativo emisor de la norma impugnada,Número de la legislatura del órgano emisor de la norma impugnada,Órgano que promulgó la norma impugnada,Nivel de gobierno del órgano que promulgó la norma impugnada,Entidad federativa del órgano emisor y promulgador de la norma impugnada,Norma impugnada,Validez territorial de la norma impugnada,Tipo de la norma impugnada,Fecha(s) de publicación de la norma impugnada,Órgano legislativo emisor de la norma impugnada 2,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 2,Número de la legislatura del órgano emisor de la norma impugnada 2,Órgano que promulgó la norma impugnada 2,Nivel de gobierno del órgano que promulgó la norma impugnada 2,Entidad federativa del órgano emisor y promulgador de la norma impugnada 2,Norma impugnada 2,Validez territorial de la norma impugnada 2,Tipo de la norma impugnada 2,Fecha(s) de publicación de la norma impugnada 2,Órgano legislativo emisor de la norma impugnada 3,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 3,Número de la legislatura del órgano emisor de la norma impugnada 3,Órgano que promulgó la norma impugnada 3,Nivel de gobierno del órgano que promulgó la norma impugnada 3,Entidad federativa del órgano emisor y promulgador de la norma impugnada 3,Norma impugnada 3,Validez territorial de la norma impugnada 3,Tipo de la norma impugnada 3,Fecha(s) de publicación de la norma impugnada 3,Órgano legislativo emisor de la norma impugnada 4,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 4,Número de la legislatura del órgano emisor de la norma impugnada 4,Órgano que promulgó la norma impugnada 4,Nivel de gobierno del órgano que promulgó la norma impugnada 4,Entidad federativa del órgano emisor y promulgador de la norma impugnada 4,Norma impugnada 4,Validez territorial de la norma impugnada 4,Tipo de la norma impugnada 4,Fecha(s) de publicación de la norma impugnada 4,Órgano legislativo emisor de la norma impugnada 5,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 5,Número de la legislatura del órgano emisor de la norma impugnada 5,Órgano que promulgó la norma impugnada 5,Nivel de gobierno del órgano que promulgó la norma impugnada 5,Entidad federativa del órgano emisor y promulgador de la norma impugnada 5,Norma impugnada 5,Validez territorial de la norma impugnada 5,Tipo de la norma impugnada 5,Fecha(s) de publicación de la norma impugnada 5,Órgano legislativo emisor de la norma impugnada 6,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 6,Número de la legislatura del órgano emisor de la norma impugnada 6,Órgano que promulgó la norma impugnada 6,Nivel de gobierno del órgano que promulgó la norma impugnada 6,Entidad federativa del órgano emisor y promulgador de la norma impugnada 6,Norma impugnada 6,Validez territorial de la norma impugnada 6,Tipo de la norma impugnada 6,Fecha(s) de publicación de la norma impugnada 6,Órgano legislativo emisor de la norma impugnada 7,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 7,Número de la legislatura del órgano emisor de la norma impugnada 7,Órgano que promulgó la norma impugnada 7,Nivel de gobierno del órgano que promulgó la norma impugnada 7,Entidad federativa del órgano emisor y promulgador de la norma impugnada 7,Norma impugnada 7,Validez territorial de la norma impugnada 7,Tipo de la norma impugnada 7,Fecha(s) de publicación de la norma impugnada 7,Órgano legislativo emisor de la norma impugnada 8,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 8,Número de la legislatura del órgano emisor de la norma impugnada 8,Órgano que promulgó la norma impugnada 8,Nivel de gobierno del órgano que promulgó la norma impugnada 8,Entidad federativa del órgano emisor y promulgador de la norma impugnada 8,Norma impugnada 8,Validez territorial de la norma impugnada 8,Tipo de la norma impugnada 8,Fecha(s) de publicación de la norma impugnada 8,¿Se hace referencia a disposiciones internacionales?,Disposición(es) internacional(es) en escrito inicial,Disposición(es) internacional(es) en pedimento de la PGR,Disposición(es) internacional(es) en informes,Disposición(es) internacional(es) en sentencia,Disposición(es) internacional(es) en voto separado,En caso de informes; quien  hace mención a la(s) disposición(es) internacional(es),En caso de voto separado; tipo de voto y quien(es) emite(n) el voto separado,
Acción de Inconstitucionalidad,00111/2007-00,111,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22. 73; FRACCIÓN XXIX; SECCIÓN 5; INCISO A). 124.,29.01.2007,31.01.2007,JUAN N. SILVA MEZA,01.02.2007,ADMISIÓN,NO,NO,,PLENO,03.09.2007,JUAN N. SILVA MEZA,18.10.2007,,SÍ,NORMA (A): LEY DE INGRESOS DEL MUNICIPIO DE ZARAGOZA PARA EL EJERCICIO FISCAL DE 2007. ART.: 11; 36; FRACCIONES V; VI; IX; XVII; XVIII; XIX; XX; XXI..,,,,FISCAL,CONGRESO DEL ESTADO DE COAHUILA,ESTATAL,LVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE COAHUILA,ESTATAL,COAHUILA,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE ZARAGOZA PARA EL EJERCICIO FISCAL DE 2007. ART.: 11. 36; FRACCIONES V; VI; IX; XVII; XVIII; XIX; XX; XXI.,(1) MUNICIPAL,(1) LEY,(1) 29.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00112/2007-00,112,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22. 73; FRACCIÓN XXIX; SECCIÓN 5; INCISO A). 124.,29.01.2007,31.01.2007,OLGA SÁNCHEZ CORDERO DE GARCÍA VILLEGAS,01.02.2007,ADMISIÓN,NO,NO,,PRIMERA SALA,15.08.2007,OLGA SÁNCHEZ CORDERO DE GARCÍA VILLEGAS,06.09.2007,,NO,,SOBRESEIMIENTO TOTAL; CON FUNDAMENTO EN ART. 20; FRACC. II; ART. 19; FRACC. V; DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS.,,,FISCAL,CONGRESO DEL ESTADO DE TLAXCALA,ESTATAL,LVIII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE TLAXCALA,ESTATAL,TLAXCALA,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE APIZACO; ESTADO DE TLAXCALA; PARA EL EJERCICIO FISCAL DE 2007. ART.: 32. 42; FRACCIONES IV; V; VI; IX; X; XI; XII; XIII Y XIV.,(1) ESTATAL,(1) LEY,(1) 28.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00113/2007-00,113,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO.,29.01.2007,31.01.2007,JOSÉ RAMÓN COSSÍO DÍAZ,01.02.2007,ADMISIÓN,NO,NO,,PLENO,02.07.2007,JOSÉ RAMÓN COSSÍO DÍAZ,06.08.2007,,SÍ,NORMA (A): LEY DE INGRESOS DEL MUNICIPIO DE HOCABÁ PARA EL EJERCICIO FISCAL DE 2007. ART.: 47; FRACCIÓN II; INCISOS A); B) Y C).,,,,FISCAL,CONGRESO DEL ESTADO DE YUCATÁN,ESTATAL,LVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE YUCATÁN,ESTATAL,YUCATÁN,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE HOCABÁ PARA EL EJERCICIO FISCAL DE 2007. ART.: 47; FRACCIÓN II.,(1) MUNICIPAL,(1) LEY,(1) 29.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00114/2007-00,114,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO.,29.01.2007,31.01.2007,MARGARITA BEATRIZ LUNA RAMOS,01.02.2007,ADMISIÓN,NO,NO,,PLENO,30.08.2007,MARGARITA BEATRIZ LUNA RAMOS,17.10.2007,,SÍ,NORMA (A): LEY DE INGRESOS DEL MUNICIPIO DE RAMOS ARIZPE PARA EL EJERCICIO FISCAL DE 2007. ART.: 46; FRACCIÓN VII; X; XI; XII; XX; XXI; XXII; XXIII; XXIV; XXV; XXVI ; 49.,,,,FISCAL,CONGRESO DEL ESTADO DE COAHUILA,ESTATAL,LVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE COAHUILA,ESTATAL,COAHUILA,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE RAMOS ARIZPE PARA EL EJERCICIO FISCAL DE 2007. ART.: 46; FRACCIÓN VII; X; XI; XII; XX; XXI; XXII; XXIII; XXIV; XXV; XXVI. 49.,(1) MUNICIPAL,(1) LEY,(1) 29.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00115/2007-00,115,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO.,29.01.2007,31.01.2007,SERGIO A. VALLS HERNÁNDEZ,01.02.2007,ADMISIÓN,NO,NO,,PLENO,30.08.2007,SERGIO A. VALLS HERNÁNDEZ,18.10.2007,,SÍ,NORMA (A): LEY DE INGRESOS DEL MUNICIPIO DE DZILAM GONZÁLEZ PARA EL EJERCICIO FISCAL DE 2007. ART.: 48; FRACCIÓN II.,,,,FISCAL,CONGRESO DEL ESTADO DE YUCATÁN,ESTATAL,LVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE YUCATÁN,ESTATAL,YUCATÁN,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE DZILAM GONZÁLEZ PARA EL EJERCICIO FISCAL DE 2007. ART.: 48; FRACCIÓN II.,(1) MUNICIPAL,(1) LEY,(1) 29.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00116/2007-00,116,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO.,29.01.2007,31.01.2007,JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS,01.02.2007,ADMISIÓN,NO,NO,,PLENO,30.08.2007,JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS,16.10.2007,,SÍ,NORMA (A): LEY DE INGRESOS DEL MUNICIPIO DE CUZAMÁ PARA EL EJERCICIO FISCAL DE 2007. ART.: 49; FRACCIÓN II.,,,,FISCAL,CONGRESO DEL ESTADO DE YUCATÁN,ESTATAL,LVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE YUCATÁN,ESTATAL,YUCATÁN,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE CUZAMÁ PARA EL EJERCICIO FISCAL DE 2007. ART.: 49; FRACCIÓN II.,(1) MUNICIPAL,(1) LEY,(1) 29.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00117/2007-00,117,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO.,29.01.2007,31.01.2007,GENARO DAVID GÓNGORA PIMENTEL,01.02.2007,ADMISIÓN,NO,NO,,PLENO,02.07.2007,GENARO DAVID GÓNGORA PIMENTEL,06.08.2007,,SÍ,NORMA (A): LEY DE INGRESOS DEL MUNICIPIO DE YOBAÍN PARA EL EJERCICIO FISCAL DE 2007. ART.: 48; FRACCIÓN II.,,,,FISCAL,CONGRESO DEL ESTADO DE YUCATÁN,ESTATAL,LVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE YUCATÁN,ESTATAL,YUCATÁN,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE YOBAÍN PARA EL EJERCICIO FISCAL DE 2007. ART.: 48; FRACCIÓN II.,(1) MUNICIPAL,(1) LEY,(1) 29.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00118/2007-00,118,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO.,29.01.2007,31.01.2007,SERGIO SALVADOR AGUIRRE ANGUIANO,01.02.2007,ADMISIÓN,NO,NO,,SEGUNDA SALA,23.05.2007,SERGIO SALVADOR AGUIRRE ANGUIANO,07.06.2007,,NO,,SOBRESEIMIENTO TOTAL; CON FUNDAMENTO EN ART. 20; FRACC. II; ART. 19; FRACC. V; DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS.,,,FISCAL,CONGRESO DEL ESTADO DE AGUASCALIENTES,ESTATAL,LIX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE AGUASCALIENTES,ESTATAL,AGUASCALIENTES,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE SAN JOSÉ DE GRACIA; ESTADO DE AGUASCALIENTES; PARA EL EJERCICIO FISCAL DE 2007. ART.: 9. 16.,(1) MUNICIPAL,(1) LEY,(1) 28.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00119/2007-00,119,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22. 73; FRACCIÓN XXIX; SECCIÓN 5; INCISO A). 124.,29.01.2007,31.01.2007,JOSÉ DE JESÚS GUDIÑO PELAYO,01.02.2007,ADMISIÓN,NO,NO,,PLENO,30.08.2007,JOSÉ DE JESÚS GUDIÑO PELAYO,18.10.2007,,SÍ,NORMA (A): LEY DE INGRESOS DEL MUNICIPIO DE MAGDALENA TLATELULCO PARA EL EJERCICIO FISCAL DE 2007. ART.: 55.,NORMA (A): LEY DE INGRESOS DEL MUNICIPIO DE MAGDALENA TLATELULCO PARA EL EJERCICIO FISCAL DE 2007. ART.: 43.,,,FISCAL,CONGRESO DEL ESTADO DE TLAXCALA,ESTATAL,LVIII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE TLAXCALA,ESTATAL,TLAXCALA,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE MAGDALENA TLATELULCO PARA EL EJERCICIO FISCAL DE 2007. ART.: 43. 45.,(1) MUNICIPAL,(1) LEY,(1) 28.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00120/2007-00,120,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO. 73; FRACCIÓN XXIX; SECCIÓN 5; INCISO A). 124.,29.01.2007,31.01.2007,JUAN N. SILVA MEZA,01.02.2007,ADMISIÓN,NO,NO,,PLENO,03.09.2007,JUAN N. SILVA MEZA,18.10.2007,,SÍ,NORMA (A): LEY DE INGRESOS DEL MUNICIPIO DE PROGRESO PARA EL EJERCICIO FISCAL DE 2007. ART.: 43; 49; FRACCIÓN II.,,,,FISCAL,CONGRESO DEL ESTADO DE YUCATÁN,ESTATAL,LVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE YUCATÁN,ESTATAL,YUCATÁN,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE PROGRESO PARA EL EJERCICIO FISCAL DE 2007. ART.: 43. 49; FRACCIÓN II.,(1) MUNICIPAL,(1) LEY,(1) 29.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00121/2007-00,121,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO.,30.01.2007,31.01.2007,OLGA SÁNCHEZ CORDERO DE GARCÍA VILLEGAS,01.02.2007,ADMISIÓN,NO,NO,,PRIMERA SALA,09.05.2007,OLGA SÁNCHEZ CORDERO DE GARCÍA VILLEGAS,25.05.2007,,NO,,SOBRESEIMIENTO TOTAL; CON FUNDAMENTO EN ART. 20; FRACC. II; ART. 19; FRACC. V; DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS.,,,FISCAL,CONGRESO DEL ESTADO DE AGUASCALIENTES,ESTATAL,LIX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE AGUASCALIENTES,ESTATAL,AGUASCALIENTES,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE PABELLÓN DE ARTEAGA PARA EL EJERCICIO FISCAL DE 2007. ART.: 9; APARTADO Q; INCISOS A); B) Y C).,(1) MUNICIPAL,(1) LEY,(1) 31.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00122/2007-00,122,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO.,30.01.2007,31.01.2007,JOSÉ RAMÓN COSSÍO DÍAZ,01.02.2007,ADMISIÓN,NO,NO,,PRIMERA SALA,25.04.2007,JOSÉ RAMÓN COSSÍO DÍAZ,08.05.2007,,NO,,SOBRESEIMIENTO TOTAL; CON FUNDAMENTO EN ART. 20; FRACC. II; ART. 19; FRACC. V; DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS.,,,FISCAL,CONGRESO DEL ESTADO DE AGUASCALIENTES,ESTATAL,LIX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE AGUASCALIENTES,ESTATAL,AGUASCALIENTES,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE RINCÓN DE ROMOS; DEL ESTADO DE  AGUASCALIENTES; PARA EL EJERCICIO FISCAL DE 2007. ART.: 26. 33. 35. 36. 37. 38. 39.,(1) MUNICIPAL,(1) LEY,(1) 31.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00123/2007-00,123,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO.,30.01.2007,31.01.2007,MARGARITA BEATRIZ LUNA RAMOS,01.02.2007,ADMISIÓN,NO,NO,,SEGUNDA SALA,02.05.2007,MARGARITA BEATRIZ LUNA RAMOS,10.05.2007,,NO,,SOBRESEIMIENTO TOTAL; CON FUNDAMENTO EN ART. 20; FRACC. II; ART. 19; FRACC. V; DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS.,,,FISCAL,CONGRESO DEL ESTADO DE AGUASCALIENTES,ESTATAL,LIX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE AGUASCALIENTES,ESTATAL,AGUASCALIENTES,NORMA (1): LEY DE INGRESOS DEL MUNICIPIO DE ASIENTOS; DEL ESTADO DE AGUASCALIENTES; PARA EL EJERCICIO FISCAL DE 2007. ART.: 14.,(1) MUNICIPAL,(1) LEY,(1) 31.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00124/2007-00,124,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO. 73; FRACCIÓN XXIX; SECCIÓN 5; INCISO A). 124.,30.01.2007,01.02.2007,SERGIO A. VALLS HERNÁNDEZ,02.02.2007,ADMISIÓN,NO,NO,,PLENO,03.09.2007,SERGIO A. VALLS HERNÁNDEZ,18.10.2007,,SÍ,NORMA (A): LEY DE INGRESOS Y PRESUPUESTO DE INGRESOS DEL MUNICIPIO DE ÁLAMOS PARA EL EJERCICIO FISCAL DE 2007. ART.: 30; 54; 55; 56; 57; 58; 59; 60; 61; 62; 63; 64; 65 Y 66.,,,,FISCAL,CONGRESO DEL ESTADO DE SONORA,ESTATAL,LVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE SONORA,ESTATAL,SONORA,NORMA (1): LEY DE INGRESOS Y PRESUPUESTO DE INGRESOS DEL MUNICIPIO DE ÁLAMOS PARA EL EJERCICIO FISCAL DE 2007. ART.: 30. 54. 55. 56. 57. 58. 59. 60. 61. 62. 63. 64. 65. 66.,(1) MUNICIPAL,(1) LEY,(1) 31.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00125/2007-00,125,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 73; FRACCIÓN XXIX; SECCIÓN 5; INCISO A). 124.,30.01.2007,01.02.2007,JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS,02.02.2007,ADMISIÓN,NO,NO,,PLENO,30.08.2007,JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS,17.10.2007,,SÍ,NORMA (A): LEY DE INGRESOS Y PRESUPUESTO DE INGRESOS DEL MUNICIPIO DE ALTAR PARA EL EJERCICIO FISCAL DE 2007. ART.: 12.,,,,FISCAL,CONGRESO DEL ESTADO DE SONORA,ESTATAL,LVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE SONORA,ESTATAL,SONORA,NORMA (1): LEY DE INGRESOS Y PRESUPUESTO DE INGRESOS DEL MUNICIPIO DE ALTAR PARA EL EJERCICIO FISCAL DE 2007. ART.: 12.,(1) MUNICIPAL,(1) LEY,(1) 31.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00126/2007-00,126,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO. 73; FRACCIÓN XXIX; SECCIÓN 5; INCISO A). 124.,30.01.2007,01.02.2007,SERGIO SALVADOR AGUIRRE ANGUIANO,02.02.2007,ADMISIÓN,NO,NO,,PLENO,30.08.2007,SERGIO SALVADOR AGUIRRE ANGUIANO,17.10.2007,,SÍ,NORMA (A): LEY DE INGRESOS Y PRESUPUESTO DE INGRESOS DEL MUNICIPIO DE BACADEHUACHI PARA EL EJERCICIO FISCAL DE 2007. ART.: 13; 22; UNICAMENTE EN LO QUE SE REFIERE ALAS MULTAS FIJAS Y 23.,,,,FISCAL,CONGRESO DEL ESTADO DE SONORA,ESTATAL,LVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE SONORA,ESTATAL,SONORA,NORMA (1): LEY DE INGRESOS Y PRESUPUESTO DE INGRESOS DEL MUNICIPIO DE BACADEHUACHI PARA EL EJERCICIO FISCAL DE 2007. ART.: 13. 22. 23.,(1) MUNICIPAL,(1) LEY,(1) 31.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00127/2007-00,127,2007,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 22; PÁRRAFO PRIMERO. 73; FRACCIÓN XXIX; SECCIÓN 5; INCISO A). 124.,30.01.2007,01.02.2007,SERGIO SALVADOR AGUIRRE ANGUIANO,02.02.2007,ADMISIÓN,NO,NO,,PLENO,03.09.2007,SERGIO SALVADOR AGUIRRE ANGUIANO,17.10.2007,,SÍ,NORMA (A): LEY DE INGRESOS Y PRESUPUESTO DE INGRESOS DEL MUNICIPIO DE BACERAC PARA EL EJERCICIO FISCAL DE 2007. ART.: 13; 22; UNICAMENTE EN LO QUE SE REFIERE ALAS MULTAS FIJAS Y 23.,,,,FISCAL,CONGRESO DEL ESTADO DE SONORA,ESTATAL,LVII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE SONORA,ESTATAL,SONORA,NORMA (1): LEY DE INGRESOS Y PRESUPUESTO DE INGRESOS DEL MUNICIPIO DE BACERAC PARA EL EJERCICIO FISCAL DE 2007. ART.: 13. 22. 23.,(1) MUNICIPAL,(1) LEY,(1) 31.12.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
